file,formula,n_atoms,energy_eV,energy_per_atom_eV,pressure_input_GPa,pressure_output_GPa,stress_GPa,lattice_a,lattice_b,lattice_c,angle_alpha,angle_beta,angle_gamma,lattice_vectors,source_csv,volume_A3,H_tot_eV,H_per_atom_eV,Li_num,Li_frac,Cu_num,Cu_frac,H_num,H_frac,H_form_eV_per_atom,explicit_formula
sample_18.vasp,LiH,2,-6.010956,-3.005477905273437,12,12.063613573710125,[-11.986 -12.065 -12.14   -0.19    0.134   0.11 ],2.639470475809941,2.639470475809941,2.639470475809942,90.205986609882,119.88114492039728,119.88114492039723,"[[ 2.289191e+00 -2.975981e-03 -1.313926e+00]
 [-1.520647e+00  2.157378e+00 -1.262756e-02]
 [-1.225222e-03  2.975981e-03  2.639469e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_14/summary_batch_14_12GPa.csv,13.026028660695385,-5.030159025870734,-2.515079512935367,1.0,0.5,0.0,0.0,1.0,0.5,-0.7334431200951643,LiH
sample_20.vasp,LiH,2,-6.008808,-3.004404067993164,12,12.252241452534994,[-12.235 -12.135 -12.387   0.117   0.083   0.141],2.63725148409947,2.637251484099469,2.636155954259542,119.9131352682317,119.9131352682317,90.0084121535903,"[[ 2.286368e+00 -2.476215e-04 -1.314389e+00]
 [-7.569373e-01  2.156260e+00 -1.316315e+00]
 [-8.907780e-04  1.096650e-03  2.636156e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_76/summary_batch_76_12GPa.csv,12.997631783033626,-5.014846765313122,-2.507423382656561,1.0,0.5,0.0,0.0,1.0,0.5,-0.725786989816358,LiH
sample_9.vasp,LiH,2,-6.008279,-3.0041394233703613,12,12.299744288126629,[-12.268 -12.235 -12.397  -0.08   -0.113  -0.047],2.636519580003508,2.6365195800035077,2.6365195800035077,60.106571024474974,60.106571024474974,60.10657102447496,"[[2.288514e+00 3.452297e-03 1.309171e+00]
 [7.601940e-01 2.157025e+00 1.311711e+00]
 [5.577980e-03 8.488005e-04 2.636514e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_81/summary_batch_81_12GPa.csv,12.990490988250988,-5.011012296470776,-2.505506148235388,1.0,0.5,0.0,0.0,1.0,0.5,-0.7238697553951852,LiH
sample_6.vasp,Li7CuH7,15,-45.092747,-3.006183115641276,12,11.845922152201334,[-1.181e+01 -1.177e+01 -1.196e+01  3.145e-01  9.774e-03 -1.077e-03],2.6408442063597257,4.539345376314051,8.988298217034394,79.13283276044432,89.98947902526383,73.08710232635593,"[[ 2.640840e+00  1.503251e-03  4.520621e-03]
 [ 1.316592e+00  4.246528e+00  9.161027e-01]
 [-1.366421e-02 -1.231854e-01  8.987444e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_39/summary_batch_39_12GPa.csv,101.06854372118386,-37.62009852237275,-2.508006568158183,7.0,0.4666666666666667,1.0,0.06666666666666667,7.0,0.4666666666666667,-0.6549304522679641,Li7CuH7
sample_6.vasp,Li5CuH6,12,-36.84781,-3.0706507364908853,12,11.821385383605955,[-11.722 -11.678 -12.065   0.325  -0.164   0.175],3.737101184959348,5.261888827529016,4.518510794696805,105.864031445362,114.40561285629168,89.97789600120764,"[[ 3.402765e+00 -7.316424e-03 -1.545013e+00]
 [-6.215726e-01  5.034632e+00 -1.397715e+00]
 [ 1.005440e-03 -3.640035e-02  4.518364e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_79/summary_batch_79_12GPa.csv,77.18632186720605,-31.15274883709749,-2.5960624030914574,5.0,0.4166666666666667,1.0,0.08333333333333333,6.0,0.5,-0.6356743695831627,Li5CuH6
sample_9.vasp,Li5CuH6,12,-36.914207,-3.0761839548746743,12,12.025218645731607,[-1.202e+01 -1.192e+01 -1.213e+01  1.114e-02  4.203e-01 -3.180e-02],2.64399394543397,3.708509058050812,7.925991392498025,89.99436491752108,91.48815658206952,90.0215426527892,"[[ 2.643135e+00  1.776266e-04 -6.737905e-02]
 [-1.540637e-03  3.708507e+00  4.056246e-03]
 [-3.856813e-03 -7.891265e-03  7.925987e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_44/summary_batch_44_12GPa.csv,77.69031773157697,-31.083119614941065,-2.5902599679117553,5.0,0.4166666666666667,1.0,0.08333333333333333,6.0,0.5,-0.6298719344034606,Li5CuH6
sample_18.vasp,Li7CuH7,15,-44.70984,-2.9806559244791666,12,11.808287938435871,[-1.181e+01 -1.197e+01 -1.165e+01 -2.129e-03  7.899e-02  2.342e-02],5.830742853447528,5.838538477443646,4.537437444599836,59.10869095308085,59.13699585420196,53.21315215668778,"[[ 5.006686e+00 -1.548704e-02  2.988381e+00]
 [ 2.298203e+00  4.454138e+00  2.994570e+00]
 [ 2.466888e-03  1.784447e-03  4.537436e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_72/summary_batch_72_12GPa.csv,101.30100623428557,-37.243799102487756,-2.4829199401658504,7.0,0.4666666666666667,1.0,0.06666666666666667,7.0,0.4666666666666667,-0.6298438242756312,Li7CuH7
sample_14.vasp,Li6CuH5,12,-35.245373,-2.937114397684733,12,11.870512008666992,[-11.918 -12.035 -11.658  -0.273  -0.013  -0.024],2.6128974517950665,4.472094386798698,7.67183144741697,94.88771885364125,90.01454816081092,107.01669168733125,"[[ 2.612885e+00 -7.684515e-03  2.542968e-03]
 [-1.295950e+00  4.272443e+00 -2.576260e-01]
 [-1.007263e-02 -2.248587e-01  7.668529e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_57/summary_batch_57_12GPa.csv,85.3799723284596,-28.919577731194174,-2.409964810932848,6.0,0.5,1.0,0.08333333333333333,5.0,0.4166666666666667,-0.6284807511356959,Li6CuH5
sample_5.vasp,Li3Cu2H3,8,-25.70261,-3.2128262519836426,12,11.75599225362142,[-1.184e+01 -1.184e+01 -1.158e+01  3.705e-02  3.612e-02 -2.975e-03],2.6133230965077927,2.613323096507796,8.890900473609289,98.45660527742808,98.45660527742808,90.0081689870723,"[[ 2.582013e+00 -1.319319e-03 -4.033199e-01]
 [-6.215845e-02  2.581164e+00 -4.039612e-01]
 [ 6.539332e-02  6.916306e-02  8.890391e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_65/summary_batch_65_12GPa.csv,59.392146755873256,-21.344702726184973,-2.6680878407731217,3.0,0.375,2.0,0.25,3.0,0.375,-0.6185524864953575,Li3Cu2H3
sample_6.vasp,Li4CuH4,9,-27.368849,-3.040983200073242,12,12.137310028076172,[-1.235e+01 -1.235e+01 -1.171e+01  1.244e-02  2.150e-02  6.935e-03],2.603084929096512,2.6030108558423426,10.579457850457578,90.0,89.9723119281554,119.9990586892207,"[[ 2.603084e+00  4.827082e-04  2.560233e-03]
 [-1.301887e+00  2.254053e+00 -8.705076e-05]
 [-5.292308e-03 -2.648135e-03  1.057946e+01]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/12_GPa/batch_90/summary_batch_90_12GPa.csv,62.081555578346425,-22.665851946961606,-2.5184279941068453,4.0,0.4444444444444444,1.0,0.1111111111111111,4.0,0.4444444444444444,-0.6177253961832814,Li4CuH4
